Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"1559-1","Duplo","",1990,"Clown Car",1,4,,,,,,042884015596,,,,,"",0,0,0,,0,0,,,,,,,,,8.5500,,"",""
"1560-1","Town","Special",1990,"Glory Glider",1,22,,,,,,042884015602,,,,,"",0,0,0,,0,0,,,,,,,,,8.7800,5.1100,"",""
"1561-1","Town","Stunt Club",1990,"Stunt Chopper",1,28,,,,,,042884015619,,,,,"",0,0,0,,0,0,,,,,,,,,5.7500,2.7400,"",""
"1562-1","Town","Special",1990,"Wave Jumper",1,25,,,,,,042884015626,,,,,"",0,0,0,,0,0,,,,,,,,,6.5400,4.0000,"",""
"1563-1","Town","Special",1990,"Track Blaster",1,30,,,,,,042884015633,,,,,"",0,0,0,,0,0,,,,,,,,,8.2500,4.3300,"",""
"1630-1","Town","Flight",1990,"Helicopter",,27,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,25.7700,3.5000,"",""
"1631-1","Town","Racing",1990,"Black Race Car",,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,24.3700,5.6900,"",""
"1632-1","Town","Boats",1990,"Speedboat",,28,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,70.0000,7.2500,"",""
"1633-1","Town","Construction",1990,"Mini Loader",,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,22.0000,7.0000,"",""
"1636-1","Basic","",1990,"Handy Bucket of Bricks, 3+",1,184,,,,,5702010916368,,,,,,"",0,0,0,,0,0,,,,,,,,,,10.8400,"",""
"1637-1","Basic","",1990,"Basic Building Set, 3+",2,491,,,,,5702010916375,,,,,,"",0,0,0,,0,0,,,,,,,,,,22.7500,"",""
"1638-1","Basic","",1990,"Basic Set",1,454,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1639-1","Basic","",1990,"Basic Building Set, 5+",,669,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1657-1","Duplo","",1990,"Duplo Building Set",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,20.0000,,"",""
"1665-1","Town","Racing",1990,"Dual FX Racers",3,108,,8.75,,,5702010916658,,,,,,"",0,0,0,,0,0,,,,,,,,,75.0000,17.6200,"",""
"1672-1","Duplo","",1990,"Circus Building Set",2,18,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1674-1","Duplo","",1990,"Pre-School Bucket",1,100,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1675-1","Assorted","Bonus/Value Pack",1990,"Three Set Bonus Pack",,150,,10,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,910.0000,135.0000,"",""
"1676-1","Basic","",1990,"Basic Building Set, 3+",,22,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,13.7500,,"",""
"1677-1","Basic","Seasonal",1990,"Rabbit",,24,,,,,5702010916771,042884016777,,,,,"",0,0,0,,0,0,,,,,,,,,5.3100,2.0000,"",""
"1679-1","Basic","",1990,"Basic Building Set, 5+",,39,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.8000,,"",""
"1680-1","Castle","Forestmen",1990,"Crusader's Cart",3,67,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,68.2900,"",""
"1682-1","Town","Flight",1990,"Space Shuttle Launch",3,392,,,,,,042884016821,,,,,"",0,0,0,,0,0,,,,,,,,,809.1000,80.7400,"",""
"1684-1","Duplo","",1990,"DUPLO Bucket",3,51,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,30.0000,"",""
"1685-2","Duplo","",1990,"XL Bucket",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1690-1","Town","Special",1990,"Helicopter",,27,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1691-1","Town","Special",1990,"Racer",,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1692-1","Town","Special",1990,"Tractor Loader",,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1875-1","Space","Blacktron",1990,"Meteor Monitor",1,29,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,40.0000,20.1700,"",""
"1876-1","Town","Maintenance",1990,"Soil Scooper",2,65,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,253.3100,19.0000,"",""
"1877-1","Castle","Forestmen",1990,"Crusader's Cart",2,56,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,395.0000,72.2500,"",""
"1883-1","Duplo","",1990,"Rabbit Rattle",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,34.3200,5.6400,"",""
"1950-1","Basic","",1990,"Basic Set",,17,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1998-1","Promotional","Ferries",1990,"Silja Line Ferry",,370,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,808.0000,224.9900,"",""
"2442-1","Duplo","",1990,"School Room",2,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2446-1","Duplo","",1990,"Windmill",1,12,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2450-1","Duplo","",1990,"Airport",2,15,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,19.1600,4.8900,"",""
"2454-1","Duplo","",1990,"Harbour",2,15,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2458-1","Duplo","LEGO PreSchool",1990,"Barnyard",2,20,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2550-1","Duplo","",1990,"Tom's Adventure",1,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2609-1","Duplo","",1990,"Racer",1,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,7.9300,4.6600,"",""
"2613-1","Duplo","",1990,"Garbage Truck",1,3,,6.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,17.1800,8.5600,"",""
"2615-1","Duplo","",1990,"Nursey",2,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,29.9500,8.1600,"",""
"2630-2","Duplo","",1990,"Car and Campervan",3,11,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,28.2900,19.8600,"",""
"2661-1","Duplo","",1990,"Zoo Van",1,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,23.0500,7.5500,"",""
"2662-1","Duplo","",1990,"Crocodile and Sea Lion",1,14,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,28.6400,6.0000,"",""
"2664-1","Duplo","",1990,"Tiger and Panda Family",1,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,25.3000,"",""
"2666-1","Duplo","",1990,"Savannah and Polar Animals",1,27,,35.25,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,54.8000,18.0000,"",""
"2668-1","Duplo","",1990,"African Animals",1,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,116.8600,"",""
"2669-1","Duplo","",1990,"Maxi Zoo",4,65,,74,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,89.8200,"",""
"5008-1","Service Packs","",1990,"Element Separator Grey",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,8.6800,,"",""
"5009-1","Service Packs","",1990,"Building Plate 16 x 32 Yellow",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,24.1400,10.0000,"",""
"5010-1","Service Packs","",1990,"Building Plate 16 x 32 Green",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,11.2800,4.3300,"",""
"5076-1","Service Packs","",1990,"Plates 2 x 8 White",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.8300,,"",""
"5110-1","Service Packs","Technic",1990,"Cross Axles, Nuts",,26,,10.75,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,10.4400,,"",""
"5111-1","Service Packs","",1990,"Plates 2 x 2 with Wire 128 cm 9V",,1,,4,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,17.5800,20.0000,"",""
"5112-1","Service Packs","",1990,"Loading Grabs, Crane Hook",,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,34.3800,,"",""
"5113-1","Service Packs","",1990,"Propeller",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,26.7400,9.9900,"",""
"5150-1","Service Packs","Pirates",1990,"Pirate Accessories",,27,,3.25,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,41.1000,,"",""
"5185-1","Service Packs","Town",1990,"Dustbins with Lids",,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.2700,,"",""
"5191-1","Service Packs","",1990,"Balloon Tyres",,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,0.7900,,"",""
"5199-1","Service Packs","",1990,"Mini Antennas, Assorted Sticks and Antennas",,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,13.9400,,"",""
"5255-1","Service Packs","Technic",1990,"Connector Pegs",,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,7.7800,,"",""
"5257-1","Service Packs","Technic",1990,"Connector Pegs, Toggle Joints and Wheels",,25,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.4700,,"",""
"5258-1","Service Packs","Technic",1990,"Crown Wheels, Gear Racks, Point Wheels, Worm Gears",,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,12.4000,,"",""
"5259-1","Service Packs","Technic",1990,"Universal Joint, Rubber Bands and Wheels",,12,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,9.1500,,"",""
"5260-1","Service Packs","Technic",1990,"Connecting Rods and Stop Bushes",,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.8600,,"",""
"5261-1","Service Packs","Technic",1990,"Plates and Gear Racks",,14,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,19.0600,,"",""
"5262-1","Service Packs","Technic",1990,"Gear Wheels",,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,14.3100,,"",""
"5263-1","Service Packs","Technic",1990,"Universal Joint, Differential Housing and Point Wheels",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.9000,,"",""
"5590-1","Model Team","",1990,"Whirl and Wheel Super Truck",,1012,,80,,,,042884055905,,,,,"",0,0,0,,0,0,,,,,,,,,1233.9900,150.1800,"",""
"6018-1","Castle","Black Knights",1990,"Battle Dragon",2,49,,4.5,,,5702010960187,,,,,,"",0,0,0,,0,0,,,,,,,,,131.0000,18.7100,"",""
"6034-1","Castle","Black Knights",1990,"Black Monarch's Ghost",2,43,,7.25,,,,042884060343,,,,,"",0,0,0,,0,0,,,,,,,,,227.8800,31.2300,"",""
"6042-1","Castle","Lion Knights",1990,"Dungeon Hunters",3,105,,12.75,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,402.5500,46.3000,"",""
"6059-1","Castle","Black Knights",1990,"Knight's Stronghold",5,224,,22,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,700.0000,79.4200,"",""
"6071-1","Castle","Forestmen",1990,"Forestmen's Crossing",5,207,,28.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,1500.0000,302.7100,"",""
"6081-1","Castle","Lion Knights",1990,"King's Mountain Fortress",8,435,,58,,,5702010960811,,,,,,"",0,0,0,,0,0,,,,,,,,,1800.0000,205.2200,"",""
"6354-1","Town","Police",1990,"Pursuit Squad",3,171,,15.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,135.0000,17.4600,"",""
"6375-1","Town","Flight",1990,"Trans Air Carrier",2,208,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,323.0600,41.7300,"",""
"6376-1","Town","Shops and Services",1990,"Breezeway Café",5,183,,23,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,297.5000,62.9300,"",""
"6389-1","Town","Fire",1990,"Fire Control Centre",4,533,,52,,,,042884063894,,,,,"",0,0,0,,0,0,,,,,,,,,344.2500,65.5600,"",""
"6396-1","Town","Flight",1990,"International Jetport",8,541,,69.75,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,595.0000,138.1500,"",""
"6399-1","Town","Monorail",1990,"Airport Shuttle",9,767,,140,,,5702010963997,042884063993,,,,,"",0,0,0,,0,0,,,,,,,,,4300.0000,955.9200,"",""
"6508-1","Town","Boats",1990,"Wave Racer",1,37,,3,,,5702010965083,,,,,,"",0,0,0,,0,0,,,,,,,,,31.2800,4.7600,"",""
"6529-1","Town","Flight",1990,"Ultra Lite I",2,35,,4,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,67.0600,4.9300,"",""
"6530-1","Town","Vehicles",1990,"Sport Coupe",1,43,,,,,5702010965304,,,,,,"",0,0,0,,0,0,,,,,,,,,113.2600,7.6500,"",""
"6592-1","Town","Leisure",1990,"Vacation Hideaway",2,111,,,,,5702010965922,,,,,,"",0,0,0,,0,0,,,,,,,,,99.8800,33.5800,"",""
"6644-1","Town","Vehicles",1990,"Road Rebel",1,68,,6,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,65.7200,8.1100,"",""
"6672-1","Town","Vehicles",1990,"Safari Off-Road Vehicle",2,67,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,104.2600,16.9000,"",""
"6673-1","Town","Flight",1990,"Solo Trainer",1,74,,8,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,191.7100,9.4200,"",""
"6811-1","Space","M-Tron",1990,"Pulsar Charger",1,26,,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,146.6500,7.4000,"",""
"6833-1","Space","M-Tron",1990,"Beacon Tracer",1,40,,3,,,5702010968336,,,,,,"",0,0,0,,0,0,,,,,,,,,102.0000,11.8700,"",""
"6877-1","Space","M-Tron",1990,"Vector Detector",1,62,,6.35,,,,042884068776,,,,,"",0,0,0,,0,0,,,,,,,,,127.5000,18.1300,"",""
"6896-1","Space","M-Tron",1990,"Celestial Forager",1,90,,10.95,,,,042884068967,,,,,"",0,0,0,,0,0,,,,,,,,,271.5700,36.7700,"",""
"6923-1","Space","M-Tron",1990,"Particle Ionizer",2,203,,24,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,700.8400,57.6400,"",""
"6956-1","Space","M-Tron",1990,"Stellar Recon Voyager",2,233,,36,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,720.0000,125.9000,"",""
"6989-1","Space","M-Tron",1990,"Mega Core Magnetizer",3,503,,60,,,,042884069896,,,,,"",0,0,0,,0,0,,,,,,,,,954.0400,247.7400,"",""
"8064-1","Technic","Universal",1990,"Universal Motor Set",,219,,55,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,91.8900,39.5700,"",""
"8094-1","Technic","Universal",1990,"Control Centre",,546,,,,,5702010980949,,,,,,"",0,0,0,,0,0,,,,,,,,,479.5600,202.7000,"",""
"8720-1","Technic","Supplementary",1990,"9V Motor Set ",,57,,36,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,67.5000,31.5500,"",""
"8825-1","Technic","",1990,"Night Chopper",,116,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,25.7100,5.5900,"",""
"8830-1","Technic","",1990,"Rally 6-Wheeler",1,171,,,,,5702010988303,,,,,,"",0,0,0,,0,0,,,,,,,,,64.0700,13.8800,"",""
"8840-1","Technic","",1990,"Rally Shock & Roll Racer",1,225,,,,,5702010988402,,,,,,"",0,0,0,,0,0,,,,,,,,,106.1200,16.8300,"",""
"8850-1","Technic","",1990,"Rally Support Truck",1,354,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,149.9500,55.1800,"",""
"9550-1","Dacta","",1990,"Typesetter's Shop ",,482,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,161.8800,202.5000,"",""
"9920-1","Dacta","Storage",1990,"Yellow Storage Box with Lid",,,,12.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"9922-1","Dacta","Storage",1990,"Green Storage Box with Lid",,2,,6.75,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,28.2500,"",""
"BK11SPR1990-1","Books","Brick Kicks",1990,"BRICK KICKS Spring 1990",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BK12SUM1990-1","Books","Brick Kicks",1990,"BRICK KICKS Summer 1990",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BK13FAL1990-1","Books","Brick Kicks",1990,"BRICK KICKS Fall 1990",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BK14WIN1990-1","Books","Brick Kicks",1990,"BRICK KICKS Winter 1990-1991",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"KC133-1","Gear","Key Chains/Town",1990,"Man with Cowboy Hat Key Chain",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""







